,libellefrancais,domanialite,circonferenceencm,hauteurenm,espece,latitude,longitude,stadedeveloppement_A,stadedeveloppement_J,stadedeveloppement_JA,stadedeveloppement_M
11087,Platane,Alignement,45.0,10.0,x hispanica,48.881653048,2.39504476217,0,1,0,0
11088,Tulipier,Alignement,75.0,15.0,tulipifera,48.8885671366,2.39324508436,0,0,1,0
11089,Micocoulier,PERIPHERIQUE,30.0,4.0,australis,48.8844852084,2.39820236323,0,1,0,0
11090,Sophora,Alignement,110.0,16.0,japonica,48.8791943092,2.40090640427,1,0,0,0
11095,Noisetier de Byzance,PERIPHERIQUE,54.0,7.0,colurna,48.8811460101,2.40282672145,0,1,0,0
11097,Tilleul,Alignement,100.0,10.0,x europaea,48.8881802616,2.37951913539,0,0,1,0
11098,Peuplier,Alignement,20.0,5.0,nigra,48.8838845145,2.37087895607,0,1,0,0
11101,Peuplier,Alignement,70.0,6.0,nigra,48.898288650199994,2.38217547266,0,1,0,0
11104,Marronnier,Jardin,130.0,10.0,hippocastanum,48.873045746,2.3769026485099998,1,0,0,0
11106,Platane,Alignement,100.0,10.0,x hispanica,48.886277117199995,2.38322403153,1,0,0,0
11108,Platane,Alignement,35.0,5.0,x hispanica,48.8835154796,2.38901775372,0,1,0,0
11109,Cerisier à fleurs,DJS,35.0,6.0,serrula,48.89349700729999,2.39658751346,0,1,0,0
11111,Erable,DASCO,130.0,10.0,pseudoplatanus,48.8879499181,2.36998142204,1,0,0,0
11115,Platane,Alignement,175.0,15.0,x hispanica,48.8829491716,2.37116708394,1,0,0,0
11118,Palmier,Alignement,75.0,5.0,fortunei,48.894155142,2.37375776114,0,0,1,0
11119,Erable,PERIPHERIQUE,10.0,3.0,campestre,48.9004842081,2.37214560475,0,1,0,0
11120,Robinier,Alignement,45.0,5.0,pseudoacacia,48.8798329498,2.37656969418,0,1,0,0
11122,Catalpa,DFPE,125.0,10.0,bignonioides,48.883419829299996,2.39359435166,0,0,1,0
11123,Tilleul,Alignement,110.0,10.0,cordata,48.897210294699995,2.38540620865,1,0,0,0
11124,Chêne,DASCO,45.0,6.0,ilex,48.89206387349999,2.38359745301,0,1,0,0
11126,Marronnier,DASCO,140.0,10.0,hippocastanum,48.8880500059,2.36951365786,1,0,0,0
11128,Platane,Alignement,130.0,15.0,orientalis,48.8738790652,2.38499682471,1,0,0,0
11135,Sophora,Alignement,25.0,5.0,japonica,48.8926899398,2.36954586363,0,1,0,0
11136,Erable,DASCO,80.0,8.0,pseudoplatanus,48.8741649485,2.37906740693,0,0,1,0
11138,Sophora,Alignement,170.0,20.0,japonica,48.8856167736,2.3979394044699998,1,0,0,0
11139,Troene,Alignement,40.0,5.0,lucidum,48.8873539561,2.3757597201,0,1,0,0
11140,Tilleul,Alignement,80.0,10.0,x europaea,48.87365434289999,2.3778758792,1,0,0,0
11141,Erable,Alignement,45.0,5.0,campestre,48.8994077711,2.37983448425,0,1,0,0
11142,Platane,Alignement,85.0,15.0,x hispanica,48.8784215431,2.3748956188399992,0,0,1,0
11143,Tilleul,Alignement,120.0,15.0,tomentosa,48.87670415619999,2.393652609949999,1,0,0,0
11144,Micocoulier,Alignement,45.0,5.0,australis,48.87859127029999,2.408997080029999,0,0,1,0
11145,Erable,Alignement,100.0,15.0,platanoides,48.8909294066,2.37425991885,1,0,0,0
11147,Sophora,Alignement,45.0,5.0,japonica,48.8770681684,2.37153299435,0,1,0,0
11148,Platane,Alignement,70.0,15.0,x hispanica,48.8774884455,2.37414418593,1,0,0,0
11150,Platane,Alignement,85.0,15.0,x hispanica,48.8782812524,2.37361303989,0,0,1,0
11151,If,Jardin,110.0,8.0,baccata,48.877283680199994,2.39351672909,1,0,0,0
11153,Micocoulier,PERIPHERIQUE,58.0,5.0,australis,48.88765418239999,2.39638049674,0,1,0,0
11154,Marronnier,Alignement,170.0,15.0,hippocastanum,48.8946119975,2.37277861559,1,0,0,0
11158,Platane,Alignement,35.0,5.0,x hispanica,48.892842308,2.39816444239,0,1,0,0
11160,Platane,Alignement,50.0,10.0,x hispanica,48.87764466489999,2.38106440221,0,0,1,0
11162,Sophora,Jardin,140.0,15.0,japonica,48.90001619939999,2.38870105524,1,0,0,0
11163,Cerisier à fleurs,DJS,35.0,6.0,serrula,48.893656456,2.396225269839999,0,1,0,0
11164,Micocoulier,Alignement,50.0,10.0,australis,48.8797583266,2.4087418232699997,0,0,1,0
11166,Platane,Alignement,125.0,25.0,orientalis,48.8802386424,2.39468055881,1,0,0,0
11167,Pin,Jardin,150.0,20.0,nigra,48.8813125686,2.3861430741,1,0,0,0
11171,Frêne à fleurs,Alignement,30.0,4.0,ornus,48.8963389941,2.38345036316,0,1,0,0
11172,Erable,Alignement,30.0,4.0,campestre,48.8997478681,2.38118263596,0,1,0,0
11173,Peuplier,Alignement,135.0,20.0,x canadensis,48.8879498994,2.37739671079,1,0,0,0
11174,Poirier à fleurs,DASCO,55.0,7.0,calleryana,48.8951770674,2.37788214219,0,1,0,0
11176,Fevier,Alignement,90.0,15.0,triacanthos,48.8796683825,2.3720494972,1,0,0,0
11177,Tilleul,Alignement,55.0,5.0,x europaea,48.88634112599999,2.37429312674,0,1,0,0
11178,Platane,Alignement,140.0,20.0,x hispanica,48.8863239389,2.37688658375,1,0,0,0
11179,Platane,Alignement,105.0,15.0,x hispanica,48.8838373929,2.374571829399999,1,0,0,0
11180,Sophora,Alignement,25.0,5.0,japonica,48.8853408587,2.39810526758,0,1,0,0
11182,Erable,Alignement,70.0,10.0,cappadocicum,48.884258642599995,2.3696613581,0,0,1,0
11184,Marronnier,Jardin,145.0,15.0,hippocastanum,48.9000273417,2.37529685372,1,0,0,0
11185,Chêne,Jardin,18.0,2.0,petraea,48.9000762545,2.37683651566,0,1,0,0
11186,Noisetier de Byzance,Alignement,65.0,10.0,colurna,48.8901302308,2.38716893561,0,1,0,0
11187,Platane,Alignement,250.0,25.0,orientalis,48.8823703229,2.39174842205,0,0,0,1
11189,Cerisier à fleurs,DASCO,30.0,4.0,serrulata,48.8869214834,2.39889685514,0,1,0,0
11190,Erable,DASCO,95.0,9.0,platanoides,48.874125326,2.37891702062,0,0,1,0
11191,Sophora,Alignement,25.0,5.0,japonica,48.8823092552,2.4017626079,0,1,0,0
11193,Marronnier,Alignement,50.0,7.0,x carnea,48.87965421069999,2.37890255827,0,1,0,0
11194,Platane,Alignement,145.0,20.0,x hispanica,48.88483789899999,2.378363352659999,1,0,0,0
11195,Marronnier,Alignement,145.0,15.0,hippocastanum,48.8942580834,2.37311251,1,0,0,0
11197,Micocoulier,Alignement,25.0,5.0,australis,48.8915756057,2.394974522199999,0,1,0,0
11198,Marronnier,DASCO,30.0,6.0,x carnea,48.8862560409,2.37900555558,0,1,0,0
11199,Platane,Alignement,105.0,10.0,x hispanica,48.8796388144,2.38852511706,1,0,0,0
11201,Chêne,Alignement,25.0,5.0,ilex,48.8775544911,2.395318555769999,0,1,0,0
11202,Erable,Alignement,80.0,8.0,pseudoplatanus,48.8779556493,2.40685267654,1,0,0,0
11203,Platane,Alignement,40.0,5.0,x hispanica,48.8792776923,2.3744625146000002,0,1,0,0
11205,Poirier à fleurs,PERIPHERIQUE,15.0,3.0,calleryana,48.900077979,2.37316884809,0,1,0,0
11206,Marronnier,Alignement,95.0,10.0,x carnea,48.8763347054,2.39332668544,1,0,0,0
11207,Sophora,Alignement,120.0,15.0,japonica,48.8909911984,2.368885882,1,0,0,0
11208,Sophora,Alignement,35.0,5.0,japonica,48.8892551344,2.39529647081,0,1,0,0
11209,Marronnier,Alignement,85.0,10.0,hippocastanum,48.8948795342,2.3723457817,1,0,0,0
11211,Platane,Alignement,55.0,10.0,orientalis,48.87640876809999,2.377579914609999,0,0,1,0
11212,Tilleul,Alignement,80.0,10.0,x europaea,48.8853043582,2.37234494049,0,0,1,0
11214,Platane,Alignement,185.0,20.0,x hispanica,48.8827692204,2.37514952106,1,0,0,0
11215,Pin,DJS,95.0,5.0,nigra subsp. nigra,48.892354253399986,2.39783630617,1,0,0,0
11218,Poirier à fleurs,Alignement,75.0,10.0,calleryana,48.8877371238,2.388242871869999,0,0,0,1
11219,Micocoulier,Alignement,60.0,10.0,australis,48.8791613807,2.40861087178,0,0,1,0
11220,Arbre aux quarante écus,PERIPHERIQUE,46.0,5.0,biloba,48.89429083099999,2.39467838391,0,1,0,0
11221,Poirier à fleurs,Alignement,40.0,5.0,calleryana,48.8752084183,2.37862017408,0,1,0,0
11222,Charme,Alignement,85.0,15.0,betulus,48.8866842869,2.36841553319,0,0,1,0
11224,Platane,Alignement,110.0,15.0,x hispanica,48.8833398332,2.37266417129,1,0,0,0
11229,Marronnier,Alignement,90.0,12.0,hippocastanum,48.8798992855,2.37908603104,0,0,1,0
11230,Chêne,Jardin,30.0,4.0,petraea,48.89990719499999,2.37678341766,0,1,0,0
11232,Platane,Alignement,65.0,8.0,x hispanica,48.9001355806,2.371208015779999,0,0,1,0
11233,Pterocarya,Jardin,60.0,10.0,fraxinifolia,48.8824988057,2.397735525709999,0,0,1,0
11234,Micocoulier,Alignement,100.0,10.0,australis,48.8925998334,2.37937375054,1,0,0,0
11236,Frêne à fleurs,Alignement,110.0,10.0,ornus,48.8781509795,2.3838888151799997,1,0,0,0
11239,Tilleul,Alignement,80.0,10.0,cordata,48.8767009389,2.39514634937,1,0,0,0
11240,Poirier à fleurs,DASCO,55.0,6.0,calleryana,48.8871884606,2.3881628302299998,0,1,0,0
11244,Marronnier,Alignement,130.0,10.0,x carnea,48.8965800121,2.37732870819,1,0,0,0
11245,Frêne,Alignement,35.0,5.0,excelsior,48.8907298197,2.37316279085,0,1,0,0
11246,Cerisier à fleurs,DJS,35.0,6.0,x subhirtella,48.8932904161,2.39702491906,0,1,0,0
11248,Platane,Alignement,35.0,5.0,x hispanica,48.8817153059,2.3941994631,0,1,0,0
11252,Sophora,Alignement,50.0,10.0,japonica,48.8969227426,2.3845226465,0,0,1,0
11253,Micocoulier,Alignement,100.0,10.0,australis,48.8916629013,2.37815628488,1,0,0,0
11254,Peuplier,DASCO,180.0,15.0,nigra,48.8838246688,2.39447019298,1,0,0,0
11257,Fevier,Alignement,35.0,5.0,triacanthos f. Inermis,48.8982650918,2.370584035569999,0,1,0,0
11258,Tulipier,Alignement,70.0,10.0,tulipifera,48.88406752269999,2.3870227275199998,1,0,0,0
11259,Platane,Alignement,30.0,5.0,x hispanica,48.8815902425,2.39476432168,0,1,0,0
11261,Robinier,Alignement,40.0,6.0,pseudoacacia,48.8791906532,2.37769249596,0,1,0,0
11262,Platane,Alignement,240.0,22.0,x hispanica,48.87834469949999,2.40373355032,0,0,0,1
11263,Erable,Alignement,135.0,15.0,pseudoplatanus,48.8793003833,2.410097000069999,1,0,0,0
11264,Micocoulier,Jardin,25.0,5.0,australis,48.8843905709,2.38973595008,0,1,0,0
11267,Platane,Alignement,190.0,20.0,x hispanica,48.8793024571,2.37036528194,1,0,0,0
11268,Platane,Alignement,225.0,22.0,x hispanica,48.8783683109,2.40361521506,0,0,0,1
11270,Tilleul,Alignement,110.0,15.0,x europaea,48.889057695,2.37103503851,1,0,0,0
11271,Platane,Alignement,180.0,15.0,x hispanica,48.8951620918,2.38290155393,1,0,0,0
11272,Merisier,Alignement,30.0,4.0,avium,48.9006461576,2.38045063209,0,1,0,0
11275,Platane,Alignement,55.0,10.0,x hispanica,48.880835601,2.37374332611,0,1,0,0
11276,Platane,PERIPHERIQUE,125.0,10.0,x hispanica,48.8927488767,2.39569987483,1,0,0,0
11277,Tulipier,Alignement,40.0,5.0,tulipifera,48.8841230527,2.3872645439,0,0,1,0
11280,Platane,Alignement,175.0,20.0,x hispanica,48.896514834799994,2.38298364373,1,0,0,0
11281,Platane,Alignement,110.0,15.0,x hispanica,48.89887744589999,2.37103962652,1,0,0,0
11282,Fevier,Jardin,20.0,5.0,triacanthos,48.8926844662,2.34497326548,0,1,0,0
11283,Platane,Alignement,80.0,10.0,x hispanica,48.8795190795,2.38570946413,0,0,1,0
11284,Tulipier,Alignement,35.0,5.0,tulipifera,48.8842509126,2.38860207553,0,1,0,0
11285,Platane,Alignement,95.0,15.0,x hispanica,48.8795454537,2.3861278922,0,0,1,0
11287,Platane,Alignement,230.0,25.0,orientalis,48.8802802394,2.39547320858,0,0,0,1
11288,Platane,Alignement,120.0,15.0,x hispanica,48.8850561133,2.37856986686,1,0,0,0
11289,Peuplier,Alignement,110.0,15.0,x canadensis,48.886535833299995,2.3744177077499993,0,0,1,0
11290,Prunier à fleurs,Alignement,75.0,7.0,cerasifera,48.8761005874,2.37825537704,1,0,0,0
11293,Platane,PERIPHERIQUE,70.0,8.0,x hispanica,48.900192016599995,2.3721464552100002,0,1,0,0
11297,Marronnier,DASCO,170.0,11.0,hippocastanum,48.8873828146,2.39839128596,1,0,0,0
11298,Cerisier à fleurs,DJS,35.0,6.0,serrula,48.8949171822,2.39523104874,0,1,0,0
11300,Chêne,Alignement,75.0,10.0,ilex,48.8855970238,2.39546015517,1,0,0,0
11301,Marronnier,Alignement,110.0,15.0,hippocastanum,48.8858341172,2.388356814079999,1,0,0,0
11302,Platane,Alignement,180.0,20.0,x hispanica,48.882535589199996,2.38012959699,1,0,0,0
11303,Micocoulier,Alignement,80.0,10.0,australis,48.8932456397,2.38020997092,1,0,0,0
11306,Platane,Alignement,30.0,5.0,x hispanica,48.8781589251,2.38145854358,0,1,0,0
11307,Micocoulier,Alignement,140.0,16.0,australis,48.874520621,2.3782157204,1,0,0,0
11308,Chêne,Alignement,60.0,10.0,ilex,48.8858505162,2.39507378329,0,0,1,0
11311,Cerisier à fleurs,DFPE,140.0,9.0,serrulata,48.8879095761,2.370818092339999,1,0,0,0
11312,Poirier à fleurs,Alignement,35.0,7.0,calleryana,48.8788426885,2.39488554771,0,0,1,0
11314,Tilleul,Alignement,70.0,8.0,x europaea,48.8773665705,2.39507180908,0,0,1,0
11317,Peuplier,PERIPHERIQUE,230.0,20.0,x canadensis,48.8806522518,2.40421643119,0,0,0,1
11319,Peuplier,Alignement,165.0,20.0,x canadensis,48.8860887015,2.37365288896,1,0,0,0
11322,Micocoulier,Alignement,110.0,10.0,australis,48.8932935168,2.38027203071,1,0,0,0
11323,Platane,Alignement,105.0,10.0,x hispanica,48.8775585379,2.38104216484,1,0,0,0
11324,Noisetier de Byzance,PERIPHERIQUE,36.0,5.0,colurna,48.8801977991,2.4055542739,0,1,0,0
11326,Sophora,Alignement,75.0,10.0,japonica,48.8950804554,2.37455028908,0,0,1,0
11327,Robinier,PERIPHERIQUE,37.0,5.0,pseudoacacia,48.891202525,2.39532741173,0,1,0,0
11329,Erable,Alignement,145.0,8.0,saccharinum,48.8863607586,2.38318994369,1,0,0,0
11330,Marronnier,Jardin,125.0,12.0,hippocastanum,48.8998787682,2.373338248809999,1,0,0,0
11331,Micocoulier,Alignement,110.0,15.0,australis,48.8829202471,2.37206797975,1,0,0,0
11332,Noisetier de Byzance,Alignement,70.0,10.0,colurna,48.8780895425,2.38783423818,0,0,1,0
11333,Platane,Alignement,145.0,20.0,x hispanica,48.889583251599994,2.38255722567,1,0,0,0
11334,Prunier à fleurs,DFPE,50.0,5.0,cerasifera,48.88984015989999,2.37172887037,0,1,0,0
11337,Sophora,Alignement,95.0,10.0,japonica,48.8993183241,2.37400193368,0,0,1,0
11338,Cerisier à fleurs,Alignement,20.0,5.0,serrulata,48.8986248867,2.37731356627,0,1,0,0
11339,Sophora,Alignement,50.0,5.0,japonica,48.898398579,2.3848723383,0,1,0,0
11340,Marronnier,Alignement,115.0,15.0,hippocastanum,48.8761328557,2.3929055259,1,0,0,0
11341,Micocoulier,Alignement,125.0,15.0,australis,48.8919589703,2.3849638975,1,0,0,0
11342,Platane,Alignement,35.0,5.0,x hispanica,48.8987893601,2.3810361565,0,1,0,0
11343,Platane,Alignement,40.0,6.0,x hispanica,48.898760551,2.37947821629,0,1,0,0
11349,Marronnier,Alignement,90.0,10.0,x carnea,48.8780613273,2.39659486698,1,0,0,0
11350,Erable,Alignement,45.0,10.0,pseudoplatanus,48.9016689806,2.38682196053,0,0,1,0
11352,Platane,Alignement,225.0,25.0,x hispanica,48.8814180763,2.39555666418,0,0,0,1
11353,Platane,Alignement,80.0,15.0,x hispanica,48.8846384203,2.3918259223,0,0,1,0
11354,Platane,Alignement,180.0,20.0,x hispanica,48.9012375098,2.38631643475,1,0,0,0
11356,Fevier,Jardin,20.0,5.0,triacanthos f. Inermis,48.8883774447,2.39464558235,0,1,0,0
11357,Pommier à fleurs,DASCO,75.0,5.0,floribunda,48.891397253799994,2.36978971378,1,0,0,0
11358,Platane,Alignement,20.0,5.0,x hispanica,48.886808639,2.39800590597,0,1,0,0
11360,Noisetier de Byzance,Alignement,55.0,10.0,colurna,48.8784486106,2.39692425941,0,0,1,0
11361,Tilleul,Alignement,100.0,10.0,tomentosa,48.8854350802,2.37003756738,1,0,0,0
11365,Tilleul,Alignement,90.0,10.0,x europaea,48.888702242399994,2.37892856811,0,0,1,0
11367,Sophora,Alignement,25.0,5.0,japonica,48.875491982099994,2.3938974806199997,0,1,0,0
11370,Sophora,Alignement,120.0,15.0,japonica,48.8927537285,2.36957146857,1,0,0,0
11371,Platane,Alignement,45.0,10.0,x hispanica,48.8827835896,2.38932262609,0,1,0,0
11372,Micocoulier,Alignement,65.0,10.0,australis,48.8797156158,2.40892176215,0,0,1,0
11374,Platane,Alignement,105.0,15.0,x hispanica,48.879625772,2.38672959805,1,0,0,0
11375,Platane,Alignement,235.0,20.0,x hispanica,48.8988448617,2.3725394214,0,0,0,1
11378,Poirier à fleurs,Alignement,45.0,7.0,calleryana,48.8785276099,2.3940057701,0,0,1,0
11379,Platane,Alignement,180.0,10.0,x hispanica,48.8882685218,2.377575098919999,1,0,0,0
11380,Platane,Alignement,200.0,15.0,x hispanica,48.8888072597,2.39355304822,0,0,0,1
11381,Platane,Alignement,100.0,10.0,x hispanica,48.8833618176,2.37211265951,1,0,0,0
11382,Platane,Alignement,35.0,5.0,x hispanica,48.890096216,2.39572070554,0,1,0,0
11383,Noyer,Alignement,65.0,5.0,nigra,48.8867117175,2.39613216626,0,0,1,0
11385,Charme,Alignement,45.0,10.0,betulus,48.89101468519999,2.381701933279999,0,1,0,0
11386,Platane,Alignement,70.0,10.0,x hispanica,48.877412665,2.38109061099,0,0,1,0
11388,Charme,Alignement,65.0,10.0,betulus,48.8769430897,2.38527646183,0,0,1,0
11389,Catalpa,Alignement,105.0,5.0,bignonioides,48.8894170024,2.37141712748,1,0,0,0
11390,Platane,DASCO,180.0,15.0,x hispanica,48.8897511285,2.37935480367,1,0,0,0
11391,Tilleul,Alignement,85.0,15.0,x europaea,48.8836165348,2.37051487099,1,0,0,0
11392,Paulownia,Alignement,20.0,5.0,tomentosa,48.8889621795,2.3788447594799997,0,1,0,0
11393,Sophora,Alignement,40.0,5.0,japonica,48.8773194234,2.3712417384,0,1,0,0
11394,Micocoulier,Alignement,40.0,6.0,australis,48.87408361949999,2.37705910129,0,1,0,0
11396,Platane,Alignement,220.0,25.0,orientalis,48.8762280928,2.3797858446499998,1,0,0,0
11399,Marronnier,Alignement,80.0,10.0,x carnea,48.87574323869999,2.39481672379,1,0,0,0
11400,Chêne,Alignement,40.0,5.0,ilex,48.8844231442,2.39569515842,0,0,1,0
11401,Erable,Alignement,130.0,15.0,pseudoplatanus,48.901476131,2.38782905641,1,0,0,0
11402,Aulne,Alignement,30.0,4.0,cordata,48.8991641219,2.38231117159,0,1,0,0
11403,Noisetier de Byzance,Alignement,55.0,10.0,colurna,48.8776543492,2.38564014616,0,0,1,0
11404,Noisetier de Byzance,Alignement,60.0,10.0,colurna,48.8883677612,2.371706541569999,0,0,1,0
11405,Peuplier,DJS,160.0,20.0,nigra,48.890900101,2.39785788323,1,0,0,0
11409,Sophora,Alignement,85.0,15.0,japonica,48.8722825042,2.37727374514,1,0,0,0
11410,Peuplier,Alignement,95.0,15.0,x canadensis,48.8866104744,2.37718765849,0,0,1,0
11411,Cerisier à fleurs,DJS,35.0,6.0,serrula,48.8934813386,2.39669407852,0,1,0,0
11415,Tilleul,DASCO,55.0,8.0,tomentosa,48.8860193468,2.380670493559999,0,1,0,0
11416,Cerisier à fleurs,DASCO,70.0,8.0,serrulata,48.89218111419999,2.38397423563,0,1,0,0
11418,Tulipier,Alignement,80.0,10.0,tulipifera,48.884182858,2.38763019794,1,0,0,0
11420,Alisier,Alignement,45.0,5.0,intermedia,48.884897522299994,2.38246958596,0,1,0,0
11421,Marronnier,DASCO,140.0,11.0,hippocastanum,48.87392815889999,2.38055774644,1,0,0,0
11422,Noisetier de Byzance,Alignement,70.0,10.0,colurna,48.8780234944,2.38782342488,0,0,1,0
11423,Peuplier,Alignement,135.0,20.0,x canadensis,48.8876598287,2.3766788011799997,1,0,0,0
11424,Peuplier,PERIPHERIQUE,92.0,10.0,simonii,48.9002590875,2.3727729418,1,0,0,0
11425,Platane,Alignement,20.0,5.0,x hispanica,48.8957609971,2.383227300319999,0,1,0,0
11428,Platane,Alignement,185.0,20.0,x hispanica,48.9015367784,2.38668076438,0,0,0,1
11429,Erable,Alignement,150.0,15.0,pseudoplatanus,48.8913506635,2.38648599139,1,0,0,0
11430,Pommier à fruits,Alignement,25.0,4.0,domestica,48.88505487089999,2.3677068077,0,1,0,0
11431,Marronnier,DASCO,140.0,10.0,hippocastanum,48.8915459192,2.36978773706,1,0,0,0
11432,Peuplier,Alignement,160.0,20.0,x canadensis,48.8857631053,2.37286174585,1,0,0,0
11433,Magnolia,Alignement,65.0,7.0,grandiflora,48.8845814507,2.374614862119999,0,0,1,0
11434,Platane,Alignement,35.0,5.0,x hispanica,48.889801938,2.39731011796,0,1,0,0
11435,Paulownia,Alignement,30.0,5.0,tomentosa,48.88953232539999,2.395097534529999,0,1,0,0
11436,Fevier,Alignement,95.0,15.0,triacanthos f. Inermis,48.8860853916,2.39329085717,1,0,0,0
11439,Poirier à fleurs,Alignement,45.0,7.0,calleryana,48.878821007899994,2.394692086189999,0,0,1,0
11441,Marronnier,DASCO,130.0,12.0,hippocastanum,48.8879026775,2.36935633326,1,0,0,0
11443,Sophora,Alignement,35.0,5.0,japonica,48.8889924989,2.39603992696,0,1,0,0
11444,Platane,Alignement,55.0,10.0,orientalis,48.8775926956,2.37397553903,0,0,1,0
11445,Troene,Alignement,40.0,5.0,lucidum,48.887235511,2.37551921437,0,1,0,0
11446,Platane,Alignement,90.0,15.0,x hispanica,48.8892771372,2.39438289135,1,0,0,0
11447,Palmier,Alignement,55.0,5.0,fortunei,48.89449417369999,2.37407037177,0,0,1,0
11448,Cerisier à fleurs,Alignement,30.0,4.0,serrulata,48.877012,2.39249307117,0,1,0,0
11449,Noisetier de Byzance,PERIPHERIQUE,56.0,7.0,colurna,48.8810894927,2.40297562997,0,1,0,0
11450,Platane,Alignement,55.0,10.0,orientalis,48.8797272924,2.3742727919,0,0,1,0
11451,Peuplier,Alignement,180.0,20.0,nigra,48.8835269831,2.36923051075,1,0,0,0
11452,Peuplier,Alignement,95.0,20.0,x canadensis,48.886722109199994,2.37741105005,0,0,1,0
11453,Sophora,Alignement,110.0,10.0,japonica,48.87545779439999,2.39286556574,1,0,0,0
11455,Robinier,PERIPHERIQUE,100.0,10.0,pseudoacacia,48.8801634121,2.4060151477,1,0,0,0
11456,Platane,Alignement,105.0,20.0,orientalis,48.8802897553,2.39739281968,0,0,1,0
11457,Platane,DASCO,65.0,10.0,x hispanica,48.884819385899995,2.37495423041,0,1,0,0
11458,Marronnier,DASCO,160.0,8.0,hippocastanum,48.8872702626,2.39865588123,1,0,0,0
11459,Platane,Alignement,65.0,15.0,x hispanica,48.8873683688,2.394632970749999,0,0,1,0
11461,Platane,Alignement,35.0,5.0,x hispanica,48.877797679699995,2.40537471956,0,1,0,0
11462,Micocoulier,Alignement,135.0,15.0,australis,48.8927903965,2.37007099428,1,0,0,0
11463,Platane,Alignement,10.0,5.0,x hispanica,48.8963061216,2.39320440285,0,0,1,0
11464,Tilleul,DASCO,35.0,5.0,tomentosa,48.8944174045,2.37557186369,0,1,0,0
11468,Copalme,Alignement,90.0,15.0,styraciflua,48.8849153803,2.3901876782400002,1,0,0,0
11470,Marronnier,Jardin,80.0,8.0,hippocastanum,48.8729963894,2.37716338106,0,0,1,0
11471,Platane,Alignement,35.0,5.0,x hispanica,48.893093718,2.39809938427,0,1,0,0
11472,Micocoulier,Alignement,75.0,10.0,australis,48.8926948206,2.37936701277,1,0,0,0
11474,Charme,Alignement,40.0,10.0,betulus,48.8943572058,2.37317769832,0,0,1,0
11475,Arbre à soie,Jardin,50.0,5.0,julibrissin,48.8895463703,2.37302792104,0,0,1,0
11478,Tilleul,Alignement,85.0,15.0,x europaea,48.88897256989999,2.37849702295,1,0,0,0
11480,Platane,Alignement,30.0,5.0,x hispanica,48.8757006036,2.3816156825,0,1,0,0
11481,Poirier à fleurs,Alignement,25.0,6.0,calleryana,48.8862616793,2.380090164679999,0,1,0,0
11482,Platane,Alignement,35.0,5.0,x hispanica,48.8860087657,2.38283267894,0,1,0,0
11484,Platane,Alignement,195.0,22.0,x hispanica,48.8989293997,2.37671118038,0,0,0,1
11485,Marronnier,Alignement,125.0,15.0,x carnea,48.8761401035,2.3941461826099992,1,0,0,0
11487,Platane,DASCO,205.0,17.0,x hispanica,48.8825223359,2.37660708316,1,0,0,0
11490,Charme-Houblon,Alignement,25.0,5.0,carpinifolia,48.8773627506,2.3956384701099998,0,1,0,0
11491,Peuplier,Alignement,55.0,15.0,x canadensis,48.8855576565,2.37507235522,0,1,0,0
11492,Prunier à fleurs,Jardin,85.0,15.0,cerasifera,48.8805100689,2.38612513951,1,0,0,0
