,libellefrancais,domanialite,circonferenceencm,hauteurenm,espece,latitude,longitude,stadedeveloppement_A,stadedeveloppement_J,stadedeveloppement_JA,stadedeveloppement_M
487,Micocoulier,DASCO,30.0,5.0,australis,48.894663062,2.37584267064,0,1,0,0
488,Noisetier de Byzance,Alignement,70.0,10.0,colurna,48.877778638,2.385663168149999,0,0,1,0
489,Catalpa,Alignement,25.0,4.0,bignonioides,48.9002631225,2.38775364679,0,1,0,0
490,Hêtre,Alignement,105.0,15.0,sylvatica,48.8922076221,2.37214016144,1,0,0,0
491,Platane,Alignement,115.0,10.0,x hispanica,48.9011420415,2.37036470221,1,0,0,0
492,Chicot du Canada,Alignement,50.0,10.0,dioica,48.8830625853,2.3826619885499998,0,0,1,0
494,Paulownia,Alignement,30.0,5.0,tomentosa,48.8894707875,2.39513363968,0,1,0,0
495,Platane,Alignement,75.0,10.0,orientalis,48.88026323519999,2.3931112829,1,0,0,0
498,Bouleau,Alignement,30.0,4.0,pubescens,48.9008383234,2.38119181255,0,1,0,0
500,Fevier,Jardin,90.0,15.0,triacanthos f. Inermis,48.88806698719999,2.39457212616,1,0,0,0
502,Platane,DASCO,70.0,10.0,x hispanica,48.876478893999995,2.38845878495,0,0,1,0
507,Tilleul,Alignement,60.0,5.0,x europaea,48.8858269104,2.37325638028,0,1,0,0
510,Chêne,Jardin,30.0,4.0,petraea,48.8998568642,2.3780470308,0,1,0,0
512,Platane,Alignement,255.0,25.0,orientalis,48.88009760349999,2.39219075056,0,0,0,1
514,Erable,PERIPHERIQUE,103.0,7.0,pseudoplatanus,48.8910113261,2.395444234469999,1,0,0,0
515,Platane,Alignement,135.0,15.0,x hispanica,48.8931849399,2.397814014719999,1,0,0,0
516,Tilleul,Alignement,135.0,20.0,tomentosa,48.8869541099,2.371901223499999,1,0,0,0
517,Fevier,Alignement,90.0,15.0,triacanthos f. Inermis,48.8856723616,2.39285488503,1,0,0,0
519,Cerisier à fleurs,DJS,35.0,6.0,serrula,48.8933829564,2.39654655474,0,1,0,0
521,Merisier,Jardin,30.0,4.0,avium,48.899857808,2.3770727258899997,0,1,0,0
523,Cerisier à fleurs,DJS,35.0,6.0,x yedoensis,48.89379888169999,2.396230792289999,0,1,0,0
524,Micocoulier,Alignement,85.0,10.0,australis,48.89127902719999,2.38598313058,0,0,1,0
525,Lilas des indes,Alignement,30.0,5.0,indica,48.8935322672,2.383046363289999,0,1,0,0
526,Tulipier,Alignement,85.0,10.0,tulipifera,48.8841616312,2.38799373693,1,0,0,0
528,Platane,Alignement,260.0,25.0,x hispanica,48.8894737129,2.3981557955,0,0,0,1
529,Tulipier,Alignement,65.0,5.0,tulipifera,48.884250539,2.38887239623,0,0,1,0
530,Micocoulier,Alignement,105.0,10.0,australis,48.8915540121,2.3780143955299993,1,0,0,0
532,If,Jardin,140.0,13.0,baccata,48.8770427283,2.380500128509999,0,0,0,1
534,Tilleul,Alignement,65.0,10.0,x europaea,48.8835538749,2.3704611376,0,0,1,0
536,Sophora,Alignement,120.0,15.0,japonica,48.8909276972,2.36885855686,1,0,0,0
537,Marronnier,Alignement,110.0,15.0,hippocastanum,48.8776868384,2.37825532469,1,0,0,0
540,Marronnier,DASCO,125.0,10.0,hippocastanum,48.8927149806,2.382215288619999,1,0,0,0
541,Sophora,Alignement,120.0,15.0,japonica,48.8969005927,2.384590930129999,1,0,0,0
542,Chêne,Jardin,30.0,4.0,petraea,48.899886379899996,2.37713858188,0,1,0,0
543,Marronnier,Jardin,195.0,17.0,hippocastanum,48.89991226579999,2.37486084818,1,0,0,0
544,Troene,Alignement,45.0,5.0,lucidum,48.8866291057,2.37429788952,0,1,0,0
548,Marronnier,Alignement,155.0,15.0,hippocastanum,48.8828769865,2.38398105866,1,0,0,0
550,Micocoulier,Alignement,80.0,10.0,australis,48.88864135469999,2.38861234321,0,0,1,0
551,Tilleul,Alignement,95.0,20.0,tomentosa,48.8872156682,2.3721170426100002,1,0,0,0
552,Erable,DFPE,60.0,8.0,pseudoplatanus,48.8849988133,2.36891488376,0,1,0,0
555,Micocoulier,Alignement,115.0,15.0,australis,48.8743049805,2.37586411371,1,0,0,0
560,Tilleul,Alignement,145.0,15.0,tomentosa,48.8766177882,2.392856652,1,0,0,0
563,Platane,Alignement,115.0,10.0,orientalis,48.8764186486,2.381197946099999,1,0,0,0
565,Marronnier,Alignement,40.0,5.0,x carnea,48.87556368439999,2.39491581755,0,1,0,0
569,Micocoulier,Alignement,65.0,10.0,australis,48.8795192346,2.40931998542,0,0,1,0
570,Platane,Alignement,50.0,5.0,x hispanica,48.8795915945,2.38790639799,0,1,0,0
572,Erable,Alignement,85.0,8.0,saccharinum,48.886384473499994,2.382952514219999,0,0,1,0
573,Fevier,Alignement,30.0,5.0,triacanthos,48.8799131461,2.37229850058,0,1,0,0
576,Sophora,Alignement,100.0,15.0,japonica,48.8727228757,2.37887710996,1,0,0,0
577,Cerisier à fleurs,DASCO,145.0,8.0,serrulata,48.8869230037,2.3984367326,1,0,0,0
578,Platane,Alignement,155.0,15.0,x hispanica,48.8884324207,2.3978668633,1,0,0,0
580,Sophora,Alignement,35.0,5.0,japonica,48.8884128273,2.39582855837,0,1,0,0
582,Platane,Alignement,225.0,25.0,orientalis,48.8813134863,2.3921341526499997,1,0,0,0
585,Micocoulier,Alignement,110.0,10.0,australis,48.8918722449,2.37829828464,1,0,0,0
586,Tilleul,PERIPHERIQUE,10.0,3.0,cordata,48.9004180071,2.3722085913899997,0,1,0,0
587,Platane,Alignement,185.0,20.0,x hispanica,48.8795599473,2.38639208205,0,0,0,1
588,Platane,Alignement,260.0,25.0,x hispanica,48.884361706,2.36579396957,0,0,0,1
589,Erable,Alignement,50.0,5.0,platanoides,48.878733052,2.3925735539599993,0,0,1,0
591,Sophora,Alignement,115.0,15.0,japonica,48.8755261435,2.39244898016,1,0,0,0
592,Noisetier de Byzance,Alignement,70.0,10.0,colurna,48.8903580315,2.38621079637,0,0,1,0
593,Paulownia,Alignement,40.0,5.0,tomentosa,48.88882913709999,2.37954270172,0,1,0,0
594,Tilleul,Alignement,80.0,10.0,x europaea,48.8738263231,2.37771158299,1,0,0,0
596,Sophora,Alignement,95.0,105.0,japonica,48.8939675087,2.3810157928,1,0,0,0
599,Erable,Alignement,195.0,25.0,pseudoplatanus,48.8793938865,2.41001670683,1,0,0,0
600,Platane,Alignement,170.0,20.0,orientalis,48.876384185,2.37946729847,1,0,0,0
601,Robinier,Alignement,60.0,10.0,pseudoacacia,48.8794978979,2.37701244709,0,0,1,0
602,Sophora,Alignement,115.0,15.0,japonica,48.8888869153,2.37448785736,1,0,0,0
603,Platane,DASCO,180.0,16.0,x hispanica,48.8765852367,2.38849511296,1,0,0,0
604,Tilleul,Alignement,100.0,15.0,tomentosa,48.8857072923,2.37027428378,1,0,0,0
605,Platane,Alignement,215.0,25.0,x hispanica,48.8783940166,2.37358840873,0,0,0,1
606,Platane,Alignement,35.0,5.0,x hispanica,48.88972241809999,2.39700603994,0,1,0,0
607,Tilleul,Alignement,25.0,5.0,x europaea,48.8886157269,2.37076540088,0,1,0,0
608,Troene,Alignement,45.0,5.0,lucidum,48.886290977,2.373618381559999,0,1,0,0
609,Platane,Alignement,120.0,15.0,x hispanica,48.8861966128,2.38355294165,1,0,0,0
610,Erable,Alignement,85.0,12.0,cappadocicum,48.88372112079999,2.37082002994,0,0,1,0
613,Platane,Alignement,200.0,25.0,x hispanica,48.8779558221,2.405808492229999,0,0,0,1
614,Marronnier,DASCO,140.0,16.0,hippocastanum,48.8772989476,2.39640048858,0,0,1,0
615,Marronnier,Jardin,170.0,16.0,hippocastanum,48.9000033259,2.373987094459999,1,0,0,0
616,Sophora,Alignement,100.0,5.0,japonica,48.87544540289999,2.3967544797800002,1,0,0,0
617,Merisier,Alignement,40.0,6.0,avium,48.8985153255,2.371825711069999,0,1,0,0
618,Sophora,Alignement,20.0,5.0,japonica,48.8887213698,2.37396336306,0,1,0,0
620,Lilas des indes,Alignement,30.0,5.0,indica,48.8934762896,2.38303859775,0,1,0,0
624,Platane,DJS,145.0,17.0,x hispanica,48.8912377113,2.39652279727,1,0,0,0
626,Catalpa,DASCO,150.0,9.0,bignonioides,48.878816335299994,2.39532461673,1,0,0,0
627,Sophora,Alignement,105.0,15.0,japonica,48.8891046718,2.37484154232,1,0,0,0
632,Erable,Alignement,55.0,5.0,platanoides,48.8786500407,2.3926527053899997,0,0,1,0
633,Erable,Alignement,20.0,5.0,platanoides,48.8787647204,2.41052496262,0,1,0,0
634,Platane,Alignement,40.0,5.0,x hispanica,48.8825946033,2.37884733507,0,1,0,0
636,Erable,Alignement,65.0,6.0,platanoides,48.87817812269999,2.39309528916,0,0,1,0
637,Micocoulier,Alignement,60.0,10.0,australis,48.87979907,2.4085641699,0,0,1,0
639,Platane,Alignement,75.0,15.0,x hispanica,48.8827321977,2.38954926074,0,0,1,0
641,Robinier,Alignement,80.0,10.0,pseudoacacia,48.8808479011,2.374301802589999,0,0,1,0
644,Tilleul,Alignement,80.0,15.0,x europaea,48.8836963413,2.37052002902,0,0,1,0
645,Platane,Alignement,135.0,20.0,orientalis,48.882584342099996,2.3902274652799997,1,0,0,0
647,Robinier,PERIPHERIQUE,58.0,7.0,pseudoacacia,48.8796062872,2.40699100974,0,0,1,0
648,Frêne,Alignement,60.0,10.0,excelsior,48.8900879487,2.37232191783,0,0,1,0
649,Marronnier,PERIPHERIQUE,25.0,5.0,x carnea,48.9001098946,2.38387219943,0,1,0,0
650,Marronnier,PERIPHERIQUE,135.0,10.0,pavia,48.88138599,2.40153070235,1,0,0,0
652,Tilleul,Alignement,60.0,5.0,cordata,48.877130526,2.39277553435,0,1,0,0
653,Mûrier,Jardin,110.0,7.0,alba,48.9001274063,2.38918538406,1,0,0,0
657,Marronnier,DASCO,110.0,12.0,hippocastanum,48.887923334899995,2.36928631369,1,0,0,0
659,Micocoulier,PERIPHERIQUE,52.0,5.0,australis,48.8867490207,2.396645785759999,0,1,0,0
662,Tilleul,Alignement,20.0,5.0,tomentosa,48.8765871849,2.39337128794,0,1,0,0
664,Frêne à fleurs,Alignement,100.0,10.0,ornus,48.8782012656,2.38343552727,1,0,0,0
665,Erable,Alignement,80.0,10.0,cappadocicum,48.88419551449999,2.37027236969,0,0,1,0
666,Platane,Alignement,210.0,25.0,x hispanica,48.8823956001,2.39348865411,1,0,0,0
667,Charme,DJS,50.0,5.0,betulus,48.8800364987,2.3781352752,0,1,0,0
668,Platane,Alignement,230.0,25.0,x hispanica,48.8825995674,2.37871035598,0,0,0,1
669,Cedrele,Alignement,150.0,15.0,sinensis,48.8838771798,2.3839300631600002,0,0,0,1
670,Platane,Alignement,65.0,20.0,orientalis,48.8763274683,2.3800756474,1,0,0,0
671,Noisetier de Byzance,Alignement,45.0,5.0,colurna,48.88220254299999,2.39486985215,0,1,0,0
672,Marronnier,DJS,155.0,8.0,hippocastanum,48.8780750279,2.39575405022,1,0,0,0
673,Platane,DJS,160.0,15.0,x hispanica,48.88537636169999,2.37627450212,1,0,0,0
677,Erable,DFPE,110.0,13.0,platanoides,48.8764096784,2.37377453863,1,0,0,0
678,Marronnier,Alignement,110.0,15.0,x carnea,48.8761504242,2.3945756543,1,0,0,0
680,Robinier,PERIPHERIQUE,170.0,12.0,pseudoacacia,48.9003485168,2.37269082468,1,0,0,0
687,Robinier,Alignement,75.0,10.0,pseudoacacia,48.87932406889999,2.37770980018,0,0,1,0
689,Tilleul,Alignement,80.0,5.0,x europaea,48.8857830616,2.373306641889999,0,0,1,0
690,Marronnier,Alignement,250.0,20.0,hippocastanum,48.88019923859999,2.39400420858,0,0,0,1
691,Platane,Alignement,55.0,10.0,x hispanica,48.891582398599994,2.37582705158,0,0,1,0
692,Peuplier,Alignement,115.0,15.0,x canadensis,48.8882499723,2.37786824182,0,0,1,0
697,Paulownia,DASCO,135.0,10.0,tomentosa,48.8875825068,2.368410666159999,1,0,0,0
699,Platane,Alignement,110.0,15.0,x hispanica,48.8875750049,2.38817110745,1,0,0,0
700,Tilleul,Alignement,55.0,10.0,cordata,48.8766825038,2.3934012235,0,0,1,0
701,Micocoulier,Alignement,60.0,10.0,australis,48.8789176943,2.4087756509,0,0,1,0
703,Poirier à fleurs,DFPE,20.0,5.0,calleryana,48.87766212449999,2.38278433164,0,1,0,0
704,Robinier,Alignement,90.0,10.0,pseudoacacia,48.8797904541,2.372174002339999,1,0,0,0
706,Marronnier,Alignement,140.0,20.0,hippocastanum,48.8911844642,2.37626314782,1,0,0,0
708,Sophora,Alignement,170.0,20.0,japonica,48.877112093399994,2.37148018906,0,0,0,1
713,Marronnier,Alignement,80.0,10.0,x carnea,48.8779138772,2.39628706469,0,0,1,0
715,Charme-Houblon,Alignement,30.0,5.0,carpinifolia,48.8762318554,2.39522085515,0,1,0,0
717,Robinier,PERIPHERIQUE,80.0,6.0,pseudoacacia,48.900072043,2.371637904959999,0,0,1,0
719,Platane,Alignement,100.0,15.0,x hispanica,48.882807567099995,2.37681618791,0,0,1,0
721,Sophora,Alignement,180.0,18.0,japonica,48.8947797411,2.3741818221799997,0,0,0,1
722,Chêne,Alignement,30.0,5.0,ilex,48.8777532784,2.3827629355199997,0,1,0,0
724,Erable,Alignement,65.0,5.0,campestre,48.8838183975,2.37762276624,0,1,0,0
725,Marronnier,DJS,170.0,15.0,hippocastanum,48.8924241283,2.39757124964,1,0,0,0
726,Copalme,Alignement,90.0,15.0,styraciflua,48.8850578014,2.3901602234,1,0,0,0
728,Noyer,Alignement,60.0,8.0,nigra,48.886794132599995,2.39610742731,0,0,1,0
729,Micocoulier,Alignement,90.0,10.0,australis,48.8915416931,2.37786929349,1,0,0,0
730,Sophora,DFPE,40.0,3.0,japonica,48.8871566078,2.38835844915,0,1,0,0
733,Tilleul,Alignement,90.0,15.0,x europaea,48.8728466141,2.37827056485,1,0,0,0
737,Marronnier,Alignement,55.0,5.0,x carnea,48.8859722449,2.3885523683,0,0,1,0
739,Sophora,Alignement,110.0,20.0,japonica,48.8915264839,2.36911465663,1,0,0,0
741,Platane,Alignement,75.0,5.0,x hispanica,48.8868876559,2.3855445190699998,0,0,1,0
743,Tilleul,Alignement,70.0,10.0,cordata,48.8766554884,2.39473388814,1,0,0,0
744,Marronnier,Jardin,110.0,10.0,hippocastanum,48.8998994079,2.37464940934,1,0,0,0
745,Palmier,Alignement,60.0,5.0,fortunei,48.8941918415,2.373790108159999,0,0,1,0
746,Catalpa,Alignement,130.0,8.0,bignonioides,48.8895956894,2.37150461241,1,0,0,0
750,Platane,Alignement,80.0,12.0,x hispanica,48.898918771599995,2.3761501706,0,0,1,0
753,Sophora,Alignement,105.0,15.0,japonica,48.8755358072,2.39308464435,1,0,0,0
754,Tilleul,Alignement,75.0,5.0,x europaea,48.8872083381,2.37603243875,0,1,0,0
755,Micocoulier,DASCO,75.0,8.0,australis,48.8799921812,2.37393736903,0,0,1,0
756,Frêne à fleurs,Alignement,30.0,4.0,ornus,48.9006384073,2.38131735176,0,1,0,0
758,Bouleau,Jardin,30.0,5.0,pendula,48.89987019149999,2.38949710221,0,1,0,0
759,Charme,Alignement,30.0,5.0,betulus,48.87964274979999,2.38742667981,0,1,0,0
760,Tilleul,Alignement,100.0,15.0,x europaea,48.88882864819999,2.3782071256,1,0,0,0
762,Sophora,Alignement,160.0,5.0,japonica,48.8959405104,2.37409275592,1,0,0,0
763,Tilleul,PERIPHERIQUE,40.0,5.0,tomentosa,48.9002591996,2.37257973338,0,1,0,0
764,Sophora,Alignement,30.0,5.0,japonica,48.8755512098,2.39662252949,0,1,0,0
765,Frêne à fleurs,Alignement,30.0,4.0,ornus,48.899534431099994,2.38125168421,0,1,0,0
766,Platane,Alignement,200.0,25.0,x hispanica,48.88348383759999,2.39654256299,0,0,0,1
767,Sophora,Alignement,80.0,10.0,japonica,48.8990979996,2.37401198977,0,1,0,0
768,Pommier à fleurs,Jardin,55.0,5.0,floribunda,48.8821785479,2.38349474416,1,0,0,0
771,Charme,DJS,45.0,5.0,betulus,48.8799498376,2.37791858014,0,1,0,0
772,Platane,Alignement,180.0,25.0,x hispanica,48.881426929999996,2.39230472082,1,0,0,0
773,Erable,Alignement,20.0,5.0,negundo subsp. Californicum,48.8826649587,2.3748785273,0,1,0,0
778,Mûrier,Alignement,190.0,12.0,alba,48.8806323718,2.40701408284,0,0,0,1
779,Platane,Alignement,150.0,15.0,x hispanica,48.8784994545,2.41050485377,1,0,0,0
781,Robinier,Alignement,110.0,20.0,pseudoacacia,48.8783179902,2.3855293329,1,0,0,0
784,Chêne,Jardin,30.0,4.0,petraea,48.8998482132,2.37662004098,0,1,0,0
785,Catalpa,Jardin,190.0,15.0,bignonioides,48.8817441826,2.39754994221,1,0,0,0
786,Platane,Alignement,120.0,15.0,x hispanica,48.8837797938,2.37368981004,1,0,0,0
787,Erable,DASCO,50.0,7.0,platanoides,48.8764191917,2.38892105294,0,1,0,0
789,Merisier,Alignement,30.0,4.0,avium,48.900655601,2.38041423516,0,1,0,0
790,Charme,Alignement,50.0,10.0,betulus,48.8796214759,2.38659495925,0,0,1,0
794,Platane,Alignement,70.0,15.0,x hispanica,48.8828718055,2.3754750533599998,0,0,1,0
796,Platane,Alignement,130.0,20.0,x hispanica,48.8780078849,2.37115700328,1,0,0,0
797,Platane,Alignement,190.0,18.0,x hispanica,48.8779589024,2.4045315825599998,0,0,0,1
798,Tilleul,Alignement,60.0,5.0,x europaea,48.8863709916,2.37449087364,0,1,0,0
800,Marronnier,Alignement,50.0,5.0,x carnea,48.8791643327,2.37856043068,0,1,0,0
804,Tilleul,DASCO,140.0,14.0,tomentosa,48.885971217,2.3806934988,1,0,0,0
805,Micocoulier,Alignement,95.0,10.0,australis,48.8914325772,2.37772710773,1,0,0,0
806,Platane,Alignement,190.0,15.0,x hispanica,48.8893849006,2.397759620209999,1,0,0,0
807,Platane,Alignement,90.0,15.0,x hispanica,48.886954002799996,2.38579942023,1,0,0,0
810,Noisetier de Byzance,Alignement,70.0,10.0,colurna,48.8902620326,2.38708408297,0,1,0,0
812,Peuplier,Alignement,95.0,15.0,x canadensis,48.8857819419,2.37579694767,0,0,1,0
813,Platane,Alignement,220.0,25.0,x hispanica,48.8809232753,2.39156020232,1,0,0,0
814,Charme,DJS,50.0,5.0,betulus,48.88030080389999,2.37865513521,0,1,0,0
820,Platane,Alignement,150.0,20.0,x hispanica,48.8805261919,2.39097944134,1,0,0,0
821,Platane,Alignement,235.0,20.0,x hispanica,48.8780359072,2.40412937393,0,0,0,1
822,Poirier à fleurs,PERIPHERIQUE,50.0,5.0,calleryana,48.9009662237,2.37333075081,0,1,0,0
823,Platane,Alignement,25.0,5.0,x hispanica,48.885459362199995,2.38010184326,0,1,0,0
825,Mûrier,PERIPHERIQUE,76.0,6.0,nigra,48.9000337013,2.37208297129,0,0,1,0
826,Platane,Alignement,110.0,15.0,x hispanica,48.90009873899999,2.37086272426,1,0,0,0
827,Tilleul,Alignement,70.0,10.0,x europaea,48.8877223689,2.37942498395,0,0,1,0
828,Charme,DJS,45.0,5.0,betulus,48.8799447495,2.37785668173,0,1,0,0
829,Copalme,Alignement,65.0,5.0,styraciflua,48.8841761487,2.39057008346,0,1,0,0
831,Sophora,Alignement,70.0,10.0,japonica,48.8902770189,2.37632293815,1,0,0,0
832,Sophora,Alignement,85.0,10.0,japonica,48.8754348271,2.394936961409999,1,0,0,0
834,Platane,Alignement,170.0,20.0,x hispanica,48.8986566984,2.37437712709,1,0,0,0
836,Poirier à fleurs,Alignement,30.0,5.0,calleryana,48.8820805951,2.37145210476,0,0,1,0
842,Peuplier,Alignement,140.0,15.0,nigra,48.8835639413,2.36920411312,1,0,0,0
845,Erable,Jardin,18.0,2.0,campestre,48.9000579112,2.37662793772,0,1,0,0
847,Tilleul,Alignement,65.0,10.0,tomentosa,48.8772399985,2.39401551627,0,0,1,0
848,Frêne à fleurs,Alignement,35.0,4.0,ornus,48.89863621119999,2.38195469943,0,1,0,0
849,Cerisier à fleurs,DJS,20.0,5.0,serrulata,48.8853676036,2.39916865441,0,1,0,0
850,Platane,Alignement,130.0,10.0,x hispanica,48.8855115207,2.38093571513,1,0,0,0
851,Paulownia,Alignement,90.0,10.0,tomentosa,48.8835108741,2.380743199309999,0,0,1,0
852,Sophora,Alignement,80.0,10.0,japonica,48.87618493,2.40290675538,0,0,1,0
862,Micocoulier,Alignement,125.0,10.0,australis,48.8932441677,2.3851002707099997,1,0,0,0
864,Marronnier,DASCO,30.0,5.0,x carnea,48.8880674246,2.36896371833,0,1,0,0
865,Tilleul,Alignement,70.0,15.0,x europaea,48.8889223829,2.37855153195,1,0,0,0
866,Micocoulier,Alignement,95.0,10.0,australis,48.8927053069,2.379509357899999,1,0,0,0
868,Erable,DJS,145.0,10.0,platanoides,48.8758148066,2.37711020742,1,0,0,0
869,Sophora,Alignement,80.0,10.0,japonica,48.8935066484,2.394755641059999,0,0,1,0
872,Troene,Alignement,45.0,5.0,lucidum,48.885791656,2.3726174238,0,1,0,0
873,Platane,Alignement,30.0,5.0,x hispanica,48.8788060987,2.37037049193,0,1,0,0
874,Bouleau,DJS,65.0,5.0,pubescens,48.890687257,2.3970335713599997,0,0,1,0
875,Peuplier,Alignement,90.0,15.0,x canadensis,48.8845275472,2.37300062341,0,0,1,0
876,Marronnier,DJS,140.0,10.0,hippocastanum,48.8752156122,2.37991035566,1,0,0,0
877,Platane,Alignement,25.0,5.0,x hispanica,48.8836485595,2.396464345249999,0,1,0,0
878,Chêne,Alignement,65.0,10.0,ilex,48.8841792405,2.39570805254,0,0,1,0
879,Sophora,Alignement,25.0,5.0,japonica,48.8902991352,2.375955658339999,0,1,0,0
881,Paulownia,Alignement,30.0,5.0,tomentosa,48.8896431601,2.39503037586,0,1,0,0
884,Platane,Alignement,175.0,20.0,x hispanica,48.8851665738,2.3927469291,1,0,0,0
885,Tulipier,Alignement,110.0,15.0,tulipifera,48.88689909109999,2.3938628115,1,0,0,0
886,Marronnier,DASCO,140.0,10.0,hippocastanum,48.8880893015,2.36954348465,1,0,0,0
888,Tulipier,Alignement,90.0,15.0,tulipifera,48.8840124659,2.38630118978,1,0,0,0
889,Cerisier à fleurs,DJS,35.0,6.0,x subhirtella,48.895049066199995,2.39531639923,0,1,0,0
894,Poirier à fleurs,Alignement,90.0,10.0,calleryana,48.887355951800004,2.39404146065,1,0,0,0
898,Chêne,Alignement,35.0,10.0,ilex,48.8858191803,2.39465494897,0,0,1,0
899,Peuplier,Alignement,70.0,8.0,x canadensis,48.89566845769999,2.38435115899,0,0,1,0
900,Tilleul,Alignement,65.0,10.0,x europaea,48.8840447942,2.37008903632,0,0,1,0
901,Platane,Alignement,180.0,20.0,x hispanica,48.898713118,2.37718894343,1,0,0,0
902,Platane,Alignement,55.0,5.0,x hispanica,48.8893453955,2.38020828203,0,0,1,0
903,Catalpa,Alignement,115.0,8.0,bignonioides,48.90076046789999,2.38758279809,1,0,0,0
904,Platane,Alignement,220.0,25.0,x hispanica,48.8831418884,2.39481811001,1,0,0,0
906,Poirier à fleurs,Alignement,75.0,10.0,calleryana,48.8804375762,2.37129829999,0,0,1,0
908,Platane,Alignement,110.0,15.0,x hispanica,48.8988652677,2.37057032733,1,0,0,0
909,Robinier,Alignement,150.0,15.0,pseudoacacia,48.89298828409999,2.37795398548,1,0,0,0
912,Poirier à fleurs,Alignement,55.0,7.0,calleryana,48.8758569086,2.3783497585699998,0,0,1,0
913,Fevier,Alignement,20.0,5.0,triacanthos,48.8804441982,2.37279740507,0,1,0,0
914,Tilleul,Alignement,65.0,10.0,cordata,48.8881492899,2.37325807512,0,0,1,0
915,Marronnier,Alignement,95.0,8.0,x carnea,48.8881895804,2.3720429616,1,0,0,0
916,Pterocarya,Jardin,245.0,20.0,fraxinifolia,48.882513308,2.39760426118,1,0,0,0
917,Sophora,Alignement,25.0,6.0,japonica,48.88980552,2.37533215468,0,1,0,0
919,Platane,Alignement,160.0,25.0,x hispanica,48.8824903015,2.3811261675899997,1,0,0,0
920,Platane,Alignement,80.0,20.0,x hispanica,48.8803510117,2.39766687915,1,0,0,0
921,Platane,Alignement,75.0,10.0,x hispanica,48.87992487019999,2.37440433114,0,0,1,0
922,Platane,Alignement,180.0,18.0,x hispanica,48.8953961434,2.38317473258,1,0,0,0
928,Platane,Alignement,35.0,5.0,x hispanica,48.8785714346,2.37623528849,0,1,0,0
929,Platane,Alignement,35.0,5.0,x hispanica,48.8987409821,2.37853473124,0,1,0,0
930,Robinier,Alignement,55.0,5.0,pseudoacacia,48.8799647055,2.37596454627,0,0,1,0
931,Platane,PERIPHERIQUE,110.0,9.0,x hispanica,48.8909864413,2.396289031319999,1,0,0,0
933,Tilleul,PERIPHERIQUE,70.0,5.0,tomentosa,48.90024840449999,2.38919512242,0,0,1,0
934,Peuplier,Alignement,85.0,8.0,x canadensis,48.8954804029,2.38446862244,0,0,1,0
935,Peuplier,Alignement,190.0,25.0,x canadensis,48.8858267408,2.37588732806,0,0,0,1
938,Poirier à fleurs,Alignement,35.0,5.0,calleryana,48.88191182,2.37152442128,0,0,1,0
940,Platane,Alignement,75.0,10.0,x hispanica,48.8775474034,2.407411086459999,0,0,1,0
941,Noisetier de Byzance,Alignement,65.0,15.0,colurna,48.8795382563,2.39922287127,0,0,1,0
943,Sophora,Alignement,35.0,5.0,japonica,48.8885032697,2.395747879,0,1,0,0
